Country_Name;Country_Code;Year;AG_LND_FRST_ZS;CC_PER_RNK;EG_CFT_ACCS_ZS;EG_ELC_ACCS_ZS;EG_USE_ELEC_KH_PC;EN_GHG_CO2_PC_CE_AR5;FP_CPI_TOTL_ZG;HD_HCI_OVRL;IQ_CPA_ENVR_XQ;NY_GDP_MKTP_CD;NY_GDP_MKTP_KD_ZG;NY_GDP_PCAP_PP_CD;SI_DST_05TH_20;SI_DST_FRST_20;SI_POV_GINI;SI_POV_NAHC;SL_UEM_TOTL_ZS;SP_DYN_IMRT_IN;SP_DYN_LE00_FE_IN;SP_DYN_LE00_IN;SP_DYN_LE00_MA_IN;SP_URB_TOTL_IN_ZS;Mineral;Unidad;Valor;Tipo
Afghanistan;AFG;2016;1,85278199408184;3,80952382087708;28,8;97,7;;0,216929891611134;4,38389195513915;;2,5;18116572395,0772;2,26031420279821;2213,1814410479;;;;54,5;10,133;62,3;64,64;62,646;60,661;25,02;Chromium;(t);2000;Iron & Ferro-Alloy Metals
Afghanistan;AFG;2016;1,85278199408184;3,80952382087708;28,8;97,7;;0,216929891611134;4,38389195513915;;2,5;18116572395,0772;2,26031420279821;2213,1814410479;;;;54,5;10,133;62,3;64,64;62,646;60,661;25,02;Fluorspar;(t);7624;Industrial Minerals
Afghanistan;AFG;2016;1,85278199408184;3,80952382087708;28,8;97,7;;0,216929891611134;4,38389195513915;;2,5;18116572395,0772;2,26031420279821;2213,1814410479;;;;54,5;10,133;62,3;64,64;62,646;60,661;25,02;Gypsum;(t);57000;Industrial Minerals
Afghanistan;AFG;2016;1,85278199408184;3,80952382087708;28,8;97,7;;0,216929891611134;4,38389195513915;;2,5;18116572395,0772;2,26031420279821;2213,1814410479;;;;54,5;10,133;62,3;64,64;62,646;60,661;25,02;Salt;(t);56928;Industrial Minerals
Afghanistan;AFG;2016;1,85278199408184;3,80952382087708;28,8;97,7;;0,216929891611134;4,38389195513915;;2,5;18116572395,0772;2,26031420279821;2213,1814410479;;;;54,5;10,133;62,3;64,64;62,646;60,661;25,02;Steam Coal;(t);1698200;Mineral Fuels
Afghanistan;AFG;2016;1,85278199408184;3,80952382087708;28,8;97,7;;0,216929891611134;4,38389195513915;;2,5;18116572395,0772;2,26031420279821;2213,1814410479;;;;54,5;10,133;62,3;64,64;62,646;60,661;25,02;Nat, Gas;(Mio m3);165;Mineral Fuels
Afghanistan;AFG;2017;1,85278199408184;3,80952382087708;30,3;97,7;;0,226011227289355;4,97595150553833;0,389;2,5;18753456497,8159;2,6470032027451;2335,79586234454;;;;;11,184;60,4;65,606;62,406;59,388;25,25;Chromium;(t);2000;Iron & Ferro-Alloy Metals
Afghanistan;AFG;2017;1,85278199408184;3,80952382087708;30,3;97,7;;0,226011227289355;4,97595150553833;0,389;2,5;18753456497,8159;2,6470032027451;2335,79586234454;;;;;11,184;60,4;65,606;62,406;59,388;25,25;Fluorspar;(t);7522;Industrial Minerals
Afghanistan;AFG;2017;1,85278199408184;3,80952382087708;30,3;97,7;;0,226011227289355;4,97595150553833;0,389;2,5;18753456497,8159;2,6470032027451;2335,79586234454;;;;;11,184;60,4;65,606;62,406;59,388;25,25;Gypsum;(t);40000;Industrial Minerals
Afghanistan;AFG;2017;1,85278199408184;3,80952382087708;30,3;97,7;;0,226011227289355;4,97595150553833;0,389;2,5;18753456497,8159;2,6470032027451;2335,79586234454;;;;;11,184;60,4;65,606;62,406;59,388;25,25;Salt;(t);75579;Industrial Minerals
Afghanistan;AFG;2017;1,85278199408184;3,80952382087708;30,3;97,7;;0,226011227289355;4,97595150553833;0,389;2,5;18753456497,8159;2,6470032027451;2335,79586234454;;;;;11,184;60,4;65,606;62,406;59,388;25,25;Steam Coal;(t);2191400;Mineral Fuels
Afghanistan;AFG;2017;1,85278199408184;3,80952382087708;30,3;97,7;;0,226011227289355;4,97595150553833;0,389;2,5;18753456497,8159;2,6470032027451;2335,79586234454;;;;;11,184;60,4;65,606;62,406;59,388;25,25;Nat, Gas;(Mio m3);156;Mineral Fuels
Afghanistan;AFG;2018;1,85278199408184;4,7619047164917;31,4;93,4;;0,215877625146902;0,626149149168847;0,393489241600037;2,5;18053222687,4126;1,18922812944517;2432,27670083336;;;;;11,196;58,6;65,942;62,443;59,175;25,495;Chromium;(t);2000;Iron & Ferro-Alloy Metals
Afghanistan;AFG;2018;1,85278199408184;4,7619047164917;31,4;93,4;;0,215877625146902;0,626149149168847;0,393489241600037;2,5;18053222687,4126;1,18922812944517;2432,27670083336;;;;;11,196;58,6;65,942;62,443;59,175;25,495;Fluorspar;(t);10000;Industrial Minerals
Afghanistan;AFG;2018;1,85278199408184;4,7619047164917;31,4;93,4;;0,215877625146902;0,626149149168847;0,393489241600037;2,5;18053222687,4126;1,18922812944517;2432,27670083336;;;;;11,196;58,6;65,942;62,443;59,175;25,495;Gypsum;(t);36161;Industrial Minerals
Afghanistan;AFG;2018;1,85278199408184;4,7619047164917;31,4;93,4;;0,215877625146902;0,626149149168847;0,393489241600037;2,5;18053222687,4126;1,18922812944517;2432,27670083336;;;;;11,196;58,6;65,942;62,443;59,175;25,495;Salt;(t);47944;Industrial Minerals
Afghanistan;AFG;2018;1,85278199408184;4,7619047164917;31,4;93,4;;0,215877625146902;0,626149149168847;0,393489241600037;2,5;18053222687,4126;1,18922812944517;2432,27670083336;;;;;11,196;58,6;65,942;62,443;59,175;25,495;Steam Coal;(t);2444600;Mineral Fuels
Afghanistan;AFG;2018;1,85278199408184;4,7619047164917;31,4;93,4;;0,215877625146902;0,626149149168847;0,393489241600037;2,5;18053222687,4126;1,18922812944517;2432,27670083336;;;;;11,196;58,6;65,942;62,443;59,175;25,495;Nat, Gas;(Mio m3);153;Mineral Fuels
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Chromium;(t);2000;Iron & Ferro-Alloy Metals
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Fluorspar;(t);50000;Industrial Minerals
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Gypsum;(t);24371;Industrial Minerals
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Salt;(t);114245;Industrial Minerals
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Steam Coal;(t);2139200;Mineral Fuels
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Nat, Gas;(Mio m3);129;Mineral Fuels
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Gypsum;(t);24682;Industrial Minerals
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Salt;(t);41157;Industrial Minerals
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Talc;(t);345052;Industrial Minerals
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Steam Coal;(t);1604700;Mineral Fuels
Afghanistan;AFG;2019;1,85278199408184;5,7142858505249;32,6;97,7;;0,191490829184533;2,30237251516834;;2,5;18799444490,1128;3,91160341625552;2583,48533239877;;;;;11,185;56,9;66,144;62,941;59,91;25,754;Nat, Gas;(Mio m3);146;Mineral Fuels
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Chromium;(t);2000;Iron & Ferro-Alloy Metals
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Fluorspar;(t);10000;Industrial Minerals
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Gypsum;(t);15049;Industrial Minerals
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Salt;(t);10627;Industrial Minerals
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Steam Coal;(t);56620;Mineral Fuels
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Nat, Gas;(Mio m3);80;Mineral Fuels
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Gypsum;(t);21779;Industrial Minerals
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Salt;(t);12015;Industrial Minerals
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Talc;(t);95923;Industrial Minerals
Afghanistan;AFG;2020;1,85278199408184;4,7619047164917;33,8;97,7;;0,18055501271226;5,60188791482224;0,400284141302109;2,5;19955929052,1496;-2,35110067203466;2561,98176058622;;;;;11,71;55,3;64,656;61,454;58,455;26,026;Nat, Gas;(Mio m3);59;Mineral Fuels
Afghanistan;AFG;2021;1,85278199408184;12,380952835083;34,9;97,7;;0,198267957840034;5,13320340824963;;;14259995441,0759;-20,7388393676343;2144,16657002819;;;;;11,994;53,6;64,079;60,417;57,052;26,314;Chromium;(t);5300;Iron & Ferro-Alloy Metals
Afghanistan;AFG;2021;1,85278199408184;12,380952835083;34,9;97,7;;0,198267957840034;5,13320340824963;;;14259995441,0759;-20,7388393676343;2144,16657002819;;;;;11,994;53,6;64,079;60,417;57,052;26,314;Fluorspar;(t);10000;Industrial Minerals
Afghanistan;AFG;2021;1,85278199408184;12,380952835083;34,9;97,7;;0,198267957840034;5,13320340824963;;;14259995441,0759;-20,7388393676343;2144,16657002819;;;;;11,994;53,6;64,079;60,417;57,052;26,314;Gypsum;(t);16349;Industrial Minerals
Afghanistan;AFG;2021;1,85278199408184;12,380952835083;34,9;97,7;;0,198267957840034;5,13320340824963;;;14259995441,0759;-20,7388393676343;2144,16657002819;;;;;11,994;53,6;64,079;60,417;57,052;26,314;Salt;(t);10700;Industrial Minerals
Afghanistan;AFG;2021;1,85278199408184;12,380952835083;34,9;97,7;;0,198267957840034;5,13320340824963;;;14259995441,0759;-20,7388393676343;2144,16657002819;;;;;11,994;53,6;64,079;60,417;57,052;26,314;Talc;(t);441372;Industrial Minerals
Afghanistan;AFG;2021;1,85278199408184;12,380952835083;34,9;97,7;;0,198267957840034;5,13320340824963;;;14259995441,0759;-20,7388393676343;2144,16657002819;;;;;11,994;53,6;64,079;60,417;57,052;26,314;Steam Coal;(t);340800;Mineral Fuels
Afghanistan;AFG;2021;1,85278199408184;12,380952835083;34,9;97,7;;0,198267957840034;5,13320340824963;;;14259995441,0759;-20,7388393676343;2144,16657002819;;;;;11,994;53,6;64,079;60,417;57,052;26,314;Nat, Gas;(Mio m3);153;Mineral Fuels
Afghanistan;AFG;2022;1,85278199408184;12,2641506195068;36,1;85,3;;0,203551890416193;13,7121023720065;;2;14497243872,1337;-6,24017199240269;2122,99581512665;;;;;14,1;52;67,236;65,617;63,941;26,616;Chromium;(t);19100;Iron & Ferro-Alloy Metals
Afghanistan;AFG;2022;1,85278199408184;12,2641506195068;36,1;85,3;;0,203551890416193;13,7121023720065;;2;14497243872,1337;-6,24017199240269;2122,99581512665;;;;;14,1;52;67,236;65,617;63,941;26,616;Fluorspar;(t);27600;Industrial Minerals
Afghanistan;AFG;2022;1,85278199408184;12,2641506195068;36,1;85,3;;0,203551890416193;13,7121023720065;;2;14497243872,1337;-6,24017199240269;2122,99581512665;;;;;14,1;52;67,236;65,617;63,941;26,616;Gypsum;(t);10991;Industrial Minerals
Afghanistan;AFG;2022;1,85278199408184;12,2641506195068;36,1;85,3;;0,203551890416193;13,7121023720065;;2;14497243872,1337;-6,24017199240269;2122,99581512665;;;;;14,1;52;67,236;65,617;63,941;26,616;Salt;(t);41573;Industrial Minerals
Afghanistan;AFG;2022;1,85278199408184;12,2641506195068;36,1;85,3;;0,203551890416193;13,7121023720065;;2;14497243872,1337;-6,24017199240269;2122,99581512665;;;;;14,1;52;67,236;65,617;63,941;26,616;Talc;(t);382211;Industrial Minerals
Afghanistan;AFG;2022;1,85278199408184;12,2641506195068;36,1;85,3;;0,203551890416193;13,7121023720065;;2;14497243872,1337;-6,24017199240269;2122,99581512665;;;;;14,1;52;67,236;65,617;63,941;26,616;Steam Coal;(t);517000;Mineral Fuels
Afghanistan;AFG;2022;1,85278199408184;12,2641506195068;36,1;85,3;;0,203551890416193;13,7121023720065;;2;14497243872,1337;-6,24017199240269;2122,99581512665;;;;;14,1;52;67,236;65,617;63,941;26,616;Nat, Gas;(Mio m3);185;Mineral Fuels
Afghanistan;AFG;2023;;13,6792449951172;;85,3;;0,210043425410172;-4,64470870797775;;2;17233051620,1117;2,71088679128353;2211,28063454007;;;;;13,991;50,4;67,536;66,035;64,467;26,933;Chromium;(t);10100;Iron & Ferro-Alloy Metals
Afghanistan;AFG;2023;;13,6792449951172;;85,3;;0,210043425410172;-4,64470870797775;;2;17233051620,1117;2,71088679128353;2211,28063454007;;;;;13,991;50,4;67,536;66,035;64,467;26,933;Fluorspar;(t);37256;Industrial Minerals
Afghanistan;AFG;2023;;13,6792449951172;;85,3;;0,210043425410172;-4,64470870797775;;2;17233051620,1117;2,71088679128353;2211,28063454007;;;;;13,991;50,4;67,536;66,035;64,467;26,933;Gypsum;(t);192137;Industrial Minerals
Afghanistan;AFG;2023;;13,6792449951172;;85,3;;0,210043425410172;-4,64470870797775;;2;17233051620,1117;2,71088679128353;2211,28063454007;;;;;13,991;50,4;67,536;66,035;64,467;26,933;Salt;(t);79316;Industrial Minerals
Afghanistan;AFG;2023;;13,6792449951172;;85,3;;0,210043425410172;-4,64470870797775;;2;17233051620,1117;2,71088679128353;2211,28063454007;;;;;13,991;50,4;67,536;66,035;64,467;26,933;Talc;(t);215252;Industrial Minerals
Afghanistan;AFG;2023;;13,6792449951172;;85,3;;0,210043425410172;-4,64470870797775;;2;17233051620,1117;2,71088679128353;2211,28063454007;;;;;13,991;50,4;67,536;66,035;64,467;26,933;Steam Coal;(t);1238000;Mineral Fuels
Afghanistan;AFG;2023;;13,6792449951172;;85,3;;0,210043425410172;-4,64470870797775;;2;17233051620,1117;2,71088679128353;2211,28063454007;;;;;13,991;50,4;67,536;66,035;64,467;26,933;Nat, Gas;(Mio m3);198;Mineral Fuels
Albania;ALB;2016;28,8021897810219;37,6190490722656;78,3;99,9;1994,36667905612;1,57515330650766;-0,367317209784652;;;11861199830,8396;3,31498068384137;12078,859007524;41,2;7,3;33,7;23,7;15,418;7,6;80,625;78,643;76,662;58,421;Chromium;(t);317500;Iron & Ferro-Alloy Metals
Albania;ALB;2016;28,8021897810219;37,6190490722656;78,3;99,9;1994,36667905612;1,57515330650766;-0,367317209784652;;;11861199830,8396;3,31498068384137;12078,859007524;41,2;7,3;33,7;23,7;15,418;7,6;80,625;78,643;76,662;58,421;Nickel;(t);4400;Iron & Ferro-Alloy Metals
Albania;ALB;2016;28,8021897810219;37,6190490722656;78,3;99,9;1994,36667905612;1,57515330650766;-0,367317209784652;;;11861199830,8396;3,31498068384137;12078,859007524;41,2;7,3;33,7;23,7;15,418;7,6;80,625;78,643;76,662;58,421;Copper;(t);2020;Non-Ferrous Metals
Albania;ALB;2016;28,8021897810219;37,6190490722656;78,3;99,9;1994,36667905612;1,57515330650766;-0,367317209784652;;;11861199830,8396;3,31498068384137;12078,859007524;41,2;7,3;33,7;23,7;15,418;7,6;80,625;78,643;76,662;58,421;Gypsum;(t);131924;Industrial Minerals
Albania;ALB;2016;28,8021897810219;37,6190490722656;78,3;99,9;1994,36667905612;1,57515330650766;-0,367317209784652;;;11861199830,8396;3,31498068384137;12078,859007524;41,2;7,3;33,7;23,7;15,418;7,6;80,625;78,643;76,662;58,421;Salt;(t);15500;Industrial Minerals
Albania;ALB;2016;28,8021897810219;37,6190490722656;78,3;99,9;1994,36667905612;1,57515330650766;-0,367317209784652;;;11861199830,8396;3,31498068384137;12078,859007524;41,2;7,3;33,7;23,7;15,418;7,6;80,625;78,643;76,662;58,421;Steam Coal;(t);16800;Mineral Fuels
Albania;ALB;2016;28,8021897810219;37,6190490722656;78,3;99,9;1994,36667905612;1,57515330650766;-0,367317209784652;;;11861199830,8396;3,31498068384137;12078,859007524;41,2;7,3;33,7;23,7;15,418;7,6;80,625;78,643;76,662;58,421;Nat, Gas;(Mio m3);88;Mineral Fuels
Albania;ALB;2016;28,8021897810219;37,6190490722656;78,3;99,9;1994,36667905612;1,57515330650766;-0,367317209784652;;;11861199830,8396;3,31498068384137;12078,859007524;41,2;7,3;33,7;23,7;15,418;7,6;80,625;78,643;76,662;58,421;Petroleum;(t);1055730;Mineral Fuels
Albania;ALB;2017;28,7920620437956;40,476188659668;79,6;99,9;2145,15129337241;1,85891071277559;2,06059845920226;0,621;;13019726211,7369;3,80259872019053;12771,0344395233;40,7;7,6;33,1;23,4;13,616;7,7;80,795;78,9;76,997;59,383;Chromium;(t);351500;Iron & Ferro-Alloy Metals
Albania;ALB;2017;28,7920620437956;40,476188659668;79,6;99,9;2145,15129337241;1,85891071277559;2,06059845920226;0,621;;13019726211,7369;3,80259872019053;12771,0344395233;40,7;7,6;33,1;23,4;13,616;7,7;80,795;78,9;76,997;59,383;Nickel;(t);5760;Iron & Ferro-Alloy Metals
Albania;ALB;2017;28,7920620437956;40,476188659668;79,6;99,9;2145,15129337241;1,85891071277559;2,06059845920226;0,621;;13019726211,7369;3,80259872019053;12771,0344395233;40,7;7,6;33,1;23,4;13,616;7,7;80,795;78,9;76,997;59,383;Copper;(t);0;Non-Ferrous Metals
Albania;ALB;2017;28,7920620437956;40,476188659668;79,6;99,9;2145,15129337241;1,85891071277559;2,06059845920226;0,621;;13019726211,7369;3,80259872019053;12771,0344395233;40,7;7,6;33,1;23,4;13,616;7,7;80,795;78,9;76,997;59,383;Gypsum;(t);104120;Industrial Minerals
Albania;ALB;2017;28,7920620437956;40,476188659668;79,6;99,9;2145,15129337241;1,85891071277559;2,06059845920226;0,621;;13019726211,7369;3,80259872019053;12771,0344395233;40,7;7,6;33,1;23,4;13,616;7,7;80,795;78,9;76,997;59,383;Salt;(t);25500;Industrial Minerals
Albania;ALB;2017;28,7920620437956;40,476188659668;79,6;99,9;2145,15129337241;1,85891071277559;2,06059845920226;0,621;;13019726211,7369;3,80259872019053;12771,0344395233;40,7;7,6;33,1;23,4;13,616;7,7;80,795;78,9;76,997;59,383;Steam Coal;(t);138800;Mineral Fuels
Albania;ALB;2017;28,7920620437956;40,476188659668;79,6;99,9;2145,15129337241;1,85891071277559;2,06059845920226;0,621;;13019726211,7369;3,80259872019053;12771,0344395233;40,7;7,6;33,1;23,4;13,616;7,7;80,795;78,9;76,997;59,383;Nat, Gas;(Mio m3);91;Mineral Fuels
Albania;ALB;2017;28,7920620437956;40,476188659668;79,6;99,9;2145,15129337241;1,85891071277559;2,06059845920226;0,621;;13019726211,7369;3,80259872019053;12771,0344395233;40,7;7,6;33,1;23,4;13,616;7,7;80,795;78,9;76,997;59,383;Petroleum;(t);958940;Mineral Fuels
Albania;ALB;2018;28,7919708029197;33,3333320617676;80,7;100;2276,74247900485;1,85097837827277;2,02805963071135;0,628666281700134;;15379509891,7196;4,01934561695576;13696,7885617842;38,2;7,9;30,1;23;12,304;7,8;81,001;79,238;77,448;60,319;Chromium;(t);497100;Iron & Ferro-Alloy Metals
Albania;ALB;2018;28,7919708029197;33,3333320617676;80,7;100;2276,74247900485;1,85097837827277;2,02805963071135;0,628666281700134;;15379509891,7196;4,01934561695576;13696,7885617842;38,2;7,9;30,1;23;12,304;7,8;81,001;79,238;77,448;60,319;Nickel;(t);4050;Iron & Ferro-Alloy Metals
Albania;ALB;2018;28,7919708029197;33,3333320617676;80,7;100;2276,74247900485;1,85097837827277;2,02805963071135;0,628666281700134;;15379509891,7196;4,01934561695576;13696,7885617842;38,2;7,9;30,1;23;12,304;7,8;81,001;79,238;77,448;60,319;Copper;(t);3780;Non-Ferrous Metals
Albania;ALB;2018;28,7919708029197;33,3333320617676;80,7;100;2276,74247900485;1,85097837827277;2,02805963071135;0,628666281700134;;15379509891,7196;4,01934561695576;13696,7885617842;38,2;7,9;30,1;23;12,304;7,8;81,001;79,238;77,448;60,319;Gypsum;(t);102016;Industrial Minerals
Albania;ALB;2018;28,7919708029197;33,3333320617676;80,7;100;2276,74247900485;1,85097837827277;2,02805963071135;0,628666281700134;;15379509891,7196;4,01934561695576;13696,7885617842;38,2;7,9;30,1;23;12,304;7,8;81,001;79,238;77,448;60,319;Salt;(t);31500;Industrial Minerals
Albania;ALB;2018;28,7919708029197;33,3333320617676;80,7;100;2276,74247900485;1,85097837827277;2,02805963071135;0,628666281700134;;15379509891,7196;4,01934561695576;13696,7885617842;38,2;7,9;30,1;23;12,304;7,8;81,001;79,238;77,448;60,319;Steam Coal;(t);295800;Mineral Fuels
Albania;ALB;2018;28,7919708029197;33,3333320617676;80,7;100;2276,74247900485;1,85097837827277;2,02805963071135;0,628666281700134;;15379509891,7196;4,01934561695576;13696,7885617842;38,2;7,9;30,1;23;12,304;7,8;81,001;79,238;77,448;60,319;Nat, Gas;(Mio m3);82;Mineral Fuels
Albania;ALB;2018;28,7919708029197;33,3333320617676;80,7;100;2276,74247900485;1,85097837827277;2,02805963071135;0,628666281700134;;15379509891,7196;4,01934561695576;13696,7885617842;38,2;7,9;30,1;23;12,304;7,8;81,001;79,238;77,448;60,319;Petroleum;(t);910670;Mineral Fuels
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Chromium;(t);488700;Iron & Ferro-Alloy Metals
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Nickel;(t);2960;Iron & Ferro-Alloy Metals
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Copper;(t);5900;Non-Ferrous Metals
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Gypsum;(t);98000;Industrial Minerals
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Salt;(t);30000;Industrial Minerals
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Steam Coal;(t);95380;Mineral Fuels
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Nat, Gas;(Mio m3);71;Mineral Fuels
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Petroleum;(t);1005090;Mineral Fuels
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Chromium;(t);357200;Iron & Ferro-Alloy Metals
Albania;ALB;2019;28,7919708029197;31,9047622680664;82;100;2297,67384172958;1,73551805047385;1,41109078954251;;;15585105131,0644;2,06256753999989;14792,2572244853;38,8;8,5;30,1;21,8;11,466;8;81,06;79,467;77,834;61,229;Gypsum;(t);106070;Industrial Minerals
Albania;ALB;2020;28,7919708029197;31,9047622680664;83,1;100;2354,60026238182;1,60713272623032;1,62088661717004;0,634250938892365;;15241458744,8688;-3,31371614712083;14511,9838623115;38;8,4;29,4;22;11,69;8,1;80,345;77,824;75,429;62,112;Chromium;(t);212650;Iron & Ferro-Alloy Metals
Albania;ALB;2020;28,7919708029197;31,9047622680664;83,1;100;2354,60026238182;1,60713272623032;1,62088661717004;0,634250938892365;;15241458744,8688;-3,31371614712083;14511,9838623115;38;8,4;29,4;22;11,69;8,1;80,345;77,824;75,429;62,112;Nickel;(t);3760;Iron & Ferro-Alloy Metals
Albania;ALB;2020;28,7919708029197;31,9047622680664;83,1;100;2354,60026238182;1,60713272623032;1,62088661717004;0,634250938892365;;15241458744,8688;-3,31371614712083;14511,9838623115;38;8,4;29,4;22;11,69;8,1;80,345;77,824;75,429;62,112;Copper;(t);3070;Non-Ferrous Metals
